"","Stock Name","Jurisdiction","FMP","Science Center","Regional Ecosystem","FSSI Stock?","ITIS Taxon Serial Number","Scientific Name","Common Name","Stock Area","Assessment Year","Assessment Month","Last Data Year","Update Type","Review Result","Assessment Model","Model Version","Lead Lab","Citation","Final Assessment Report 1","Final Assessment Report 2","Point of Contact","Life History Data","Abundance Data","Catch Data","Assessment Level","Assessment Frequency","Assessment Type","Model Category","Catch Input Data","Abundance Input Data","Biological Input Data","Ecosystem Linkage","Composition Input Data","F Year","Estimated F","F Unit","F Basis","Flimit","Flimit Basis","Fmsy","Fmsy Basis","F/Flimit","F/Fmsy","Ftarget","Ftarget Basis","F/Ftarget","B Year","Estimated B","B Unit","B Basis","Blimit","Blimit Basis","Bmsy","Bmsy Basis","B/Blimit","B/Bmsy","MSY","MSY Unit"
"1175","Chinook salmon - Eastern North Pacific Far North Migrating","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Eastern North Pacific Far North Migrating",2016,8,2015,"Full Update","Not Reviewed","PSC Chinook Model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2015,1497606,"number of fish","catch",1520050,"Quota overage allowance",NA,NA,0.985000014305115,NA,1414000,"Chinook model",1.05900001525879,2014,2827750,"spawners (wild)","productive capacity",656148,"50% of productive capacity goal",1312295,"productive capacity goal",4.30999994277954,2.15499997138977,NA,NA
"1176","Chinook salmon - Eastern North Pacific Far North Migrating","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Eastern North Pacific Far North Migrating",2017,10,2016,"Full Update","Not Reviewed","PSC Chinook Model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2016,1557875,"number of fish","catch",1585410,"Quota overage allowance",NA,NA,0.982999980449677,NA,1474800,"Chinook model",1.05599999427795,2016,2804872,"spawners (wild)","productive capacity",656148,"50% of productive capacity goal",1312295,"productive capacity goal",4.27500009536743,2.13700008392334,NA,NA
"1177","Coho salmon - Auke Creek","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Auke Creek",2012,8,2011,"Full Update","Full acceptance",NA,NA,"ADFG","ADFG Status Report",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2011,0.395000010728836,"Annual Exploitation Rate","Annual exploitation rate",0.744000017642975,"Escapement goal",NA,NA,0.531000018119812,NA,0.565999984741211,"Escapement goal",0.698000013828278,2011,1894,"spawners (wild)","productive capacity",680,"50% productive capacity goal",1360,"productive capacity goal",2.78500008583069,1.39300000667572,NA,NA
"1178","Coho salmon - Auke Creek","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Auke Creek",2015,8,2014,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.284000009298325,"Annual Exploitation Rate","Annual exploitation rate",0.842000007629395,"Escapement goal",NA,NA,0.337000012397766,NA,0.731000006198883,"Escapement goal",0.388999998569489,2014,3623,"spawners (wild)","productive capacity",680,"50% productive capacity goal",1360,"productive capacity goal",5.32800006866455,2.66400003433228,NA,NA
"1179","Coho salmon - Auke Creek","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Auke Creek",2016,8,2015,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2015,0.268999993801117,"Annual Exploitation Rate","Annual exploitation rate",0.83899998664856,"Escapement goal",NA,NA,0.321000009775162,NA,0.726000010967255,"Escapement goal",0.370999991893768,2015,3623,"spawners (wild)","productive capacity",680,"50% productive capacity goal",1360,"productive capacity goal",5.32800006866455,2.66400003433228,NA,NA
"1180","Coho salmon - Auke Creek","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Auke Creek",2017,10,2016,"Full Update","Not Reviewed",NA,NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2016,0.280000001192093,"Annual Exploitation Rate","Annual exploitation rate",0.806999981403351,"Escapement goal",NA,NA,0.347000002861023,NA,0.672999978065491,"Escapement goal",0.416000008583069,2016,2990,"spawners (wild)","productive capacity",680,"50% productive capacity goal",1360,"productive capacity goal",4.39699983596802,2.19899988174438,NA,NA
"1181","Coho salmon - Berners River","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Berners River",2012,8,2011,"Full Update","Not Reviewed",NA,NA,"ADFG","ADFG Status Report",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2011,0.568000018596649,"Annual Exploitation Rate","Annual exploitation rate",0.720000028610229,"Escapement goal",NA,NA,0.788999974727631,NA,0.559000015258789,"Escapement goal",1.01600003242493,2011,24670,"spawners (wild)","productive capacity",12600,"50% Escapement goal",25200,"productive capacity goal",1.95799994468689,0.978999972343445,NA,NA
"1182","Coho salmon - Berners River","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Berners River",2015,8,2014,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.507000029087067,"Annual Exploitation Rate","Annual exploitation rate",0.763000011444092,"Escapement goal",NA,NA,0.663999974727631,NA,0.626999974250793,"Escapement goal",0.809000015258789,2014,33290,"spawners (wild)","productive capacity",12600,"50% Escapement goal",25200,"productive capacity goal",2.64199995994568,1.32099997997284,NA,NA
"1183","Coho salmon - Berners River","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Berners River",2016,8,2015,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2015,0.477999985218048,"Annual Exploitation Rate","Annual exploitation rate",0.774999976158142,"Escapement goal",NA,NA,0.616999983787537,NA,0.646000027656555,"Escapement goal",0.740000009536743,2015,37180,"spawners (wild)","productive capacity",12600,"50% Escapement goal",25200,"productive capacity goal",2.95099997520447,1.47500002384186,NA,NA
"1184","Coho salmon - Berners River","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Berners River",2017,10,2016,"Full Update","Not Reviewed",NA,NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2016,0.476000010967255,"Annual Exploitation Rate","Annual exploitation rate",0.782000005245209,"Escapement goal",NA,NA,0.609000027179718,NA,0.656000018119812,"Escapement goal",0.726000010967255,2016,38433,"spawners (wild)","productive capacity",12600,"50% Escapement goal",25200,"productive capacity goal",3.04999995231628,1.52499997615814,NA,NA
"1185","Coho salmon - Ford Arm Lake","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Ford Arm Lake",2012,8,2011,"Full Update","Not Reviewed",NA,NA,"ADFG","ADFG Status Report",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2011,0.675000011920929,"Annual Exploitation Rate","Annual exploitation rate",0.845000028610229,"50% escapement goal",NA,NA,0.799000024795532,NA,0.754999995231628,"Escapement goal",0.893999993801117,2011,10872,"spawners (wild)","productive capacity",4100,"50% productice capacity goal",8200,"productive capacity goal",2.65199995040894,1.32599997520447,NA,NA
"1186","Coho salmon - Ford Arm Lake","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Ford Arm Lake",2015,8,2014,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.75,"Annual Exploitation Rate","Annual exploitation rate",0.851999998092651,"50% escapement goal",NA,NA,0.879999995231628,NA,0.767000019550323,"Escapement goal",0.977999985218048,2014,8788,"spawners (wild)","productive capacity",4100,"50% productice capacity goal",8200,"productive capacity goal",2.14299988746643,1.07200002670288,NA,NA
"1187","Coho salmon - Ford Arm Lake","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Ford Arm Lake",2016,8,2015,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2015,0.674000024795532,"Annual Exploitation Rate","Annual exploitation rate",0.833000004291534,"50% escapement goal",NA,NA,0.809000015258789,NA,0.736999988555908,"Escapement goal",0.915000021457672,2015,10161,"spawners (wild)","productive capacity",4100,"50% productice capacity goal",8200,"productive capacity goal",2.4779999256134,1.2389999628067,NA,NA
"1188","Coho salmon - Hugh Smith Lake","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Hugh Smith Lake",2012,8,2011,"Full Update","Not Reviewed",NA,NA,"ADFG","ADFG Status Report",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2011,0.474999994039536,"Annual Exploitation Rate","Annual exploitation rate",0.88400000333786,"Escapement goal",NA,NA,0.537000000476837,NA,0.802999973297119,"Escapement goal",0.592000007629395,2011,9037,"spawners (wild)","productive capacity",1700,"50% productive capacity goal",3400,"productive capacity",5.31599998474121,2.65799999237061,NA,NA
"1189","Coho salmon - Hugh Smith Lake","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Hugh Smith Lake",2015,8,2014,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.507000029087067,"Annual Exploitation Rate","Annual exploitation rate",0.912000000476837,"Escapement goal",NA,NA,0.555999994277954,NA,0.850000023841858,"Escapement goal",0.596000015735626,2014,11203,"spawners (wild)","productive capacity",1700,"50% productive capacity goal",3400,"productive capacity",6.59000015258789,3.29500007629395,NA,NA
"1190","Coho salmon - Hugh Smith Lake","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Hugh Smith Lake",2016,8,2015,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2015,0.515999972820282,"Annual Exploitation Rate","Annual exploitation rate",0.902999997138977,"Escapement goal",NA,NA,0.570999979972839,NA,0.836000025272369,"Escapement goal",0.616999983787537,2015,10022,"spawners (wild)","productive capacity",1700,"50% productive capacity goal",3400,"productive capacity",5.89499998092651,2.94799995422363,NA,NA
"1191","Coho salmon - Hugh Smith Lake","NPFMC","Salmon Fisheries in the EEZ off the Coast of Alaska","AFSC","Alaska Ecosystem Complex","N",161977,"Oncorhynchus kisutch","Coho salmon","Hugh Smith Lake",2017,10,2016,"Full Update","Not Reviewed","Slanted Hockey Stick model",NA,"ADFG","Status of Salmon Stocks Under the FMP (Fisheries Management Plan for the Salmon Fisheries in the EEZ off the Coast of Alaska)",NA,NA,"Steve Heinl",3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2016,0.523999989032745,"Annual Exploitation Rate","Annual exploitation rate",0.894999980926514,"Escapement goal",NA,NA,0.584999978542328,NA,0.820999979972839,"Escapement goal",0.638000011444092,2016,9062,"spawners (wild)","productive capacity",1700,"50% productive capacity goal",3400,"productive capacity",5.33099985122681,2.66499996185303,NA,NA
"1192","Weathervane scallop - Alaska","NPFMC","Scallop Fishery off Alaska","AFSC","Alaska Ecosystem Complex","N",79757,"Patinopecten caurinus","Weathervane scallop","Alaska",2016,4,2015,"Full Update","Full acceptance","n/a","n/a","ADFG","SAFE Report for the Weathervane Scallop Fishery off Alaska","Stock Assessment and Fishery Evaluation Report for the WEATHERVANE SCALLOP FISHERY off Alaska",NA,"Quinn Smith",2,3,5,1,3,NA,NA,NA,NA,NA,NA,NA,2015,308888,"pounds of shucked meats","catch",1284000,"MSY",1284000,"1990-1997 average catch (excluding 1995)",0.24099999666214,0.24099999666214,407500,NA,0.758000016212463,NA,NA,"lbs. of shucked meats",NA,NA,NA,NA,NA,NA,NA,1284000,"lbs. of shucked meats"
"1193","Weathervane scallop - Alaska","NPFMC","Scallop Fishery off Alaska","AFSC","Alaska Ecosystem Complex","N",79757,"Patinopecten caurinus","Weathervane scallop","Alaska",2017,4,2016,"Full Update","Full acceptance","n/a","n/a","ADFG","SAFE Report for the Weathervane Scallop Fishery off Alaska","STOCK ASSESSMENT AND FISHERY EVALUATION REPORT FOR THE WEATHERVANE SCALLOP FISHERY OFF ALASKA",NA,"Quinn Smith",2,3,5,1,3,NA,NA,NA,NA,NA,NA,NA,2016,271505,"pounds of shucked meats","catch",1284000,"MSY",1284000,"1990-1997 average catch (excluding 1995)",0.210999995470047,0.210999995470047,NA,NA,NA,NA,NA,"lbs. of shucked meats",NA,NA,NA,NA,NA,NA,NA,1284000,"lbs. of shucked meats"
"1194","Weathervane scallop - Alaska","NPFMC","Scallop Fishery off Alaska","AFSC","Alaska Ecosystem Complex","N",79757,"Patinopecten caurinus","Weathervane scallop","Alaska",2018,4,2017,"Full Update","Full acceptance","n/a","n/a","ADFG","SAFE Report for the Weathervane Scallop Fishery off Alaska","STOCK ASSESSMENT AND FISHERY EVALUATION REPORT for the SCALLOP FISHERY off ALASKA in 2017",NA,"Quinn Smith",2,3,5,1,3,NA,NA,NA,NA,NA,NA,NA,2016,233009,"pounds of shucked meats","catch",1284000,"MSY",1284000,"1990-1997 average catch (excluding 1995)",0.210999995470047,0.210999995470047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284000,"lbs. of shucked meats"
"1195","Pacific chub mackerel - Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Y",172412,"Scomber japonicus","Pacific chub mackerel","Pacific Coast",2005,12,2005,"Benchmark","Full acceptance","ASAP in ADMB",NA,NA,"SAFE Document (PFMC)","2005 PACIFIC MACKEREL STOCK ASSESSMENT",NA,NA,2,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CPS SAFE Report",NA,NA,NA,NA,NA,"CPS SAFE Report",NA,NA,101147,"mt","Biomass_Age_1+",18200,"CPS SAFE Report",NA,NA,5.55800008773804,NA,NA,NA
"1196","Pacific chub mackerel - Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Y",172412,"Scomber japonicus","Pacific chub mackerel","Pacific Coast",2006,5,2006,"Full Update","Full acceptance","ASAP","1.399999976158142","SWFSC","Crone, O. R., K. T. Hill, and J. D. McDaniel. 2006. Pacific Mackerel (Scomber japonicus) stock assessment for us management in the 2006-07 fishing season. Pacific Fishery Management Council, June 2006 Briefing-Book-Agenda Item C1A-Attachment 1.","2006 PACIFIC MACKEREL STOCK ASSESSMENT, JUNE 2006 SCIENTIFIC AND STATISTICAL COMMITTEE STATEMENT",NA,"Sarah Shoffler",2,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,2006,0.0900000035762787,"annual exploitation rate","U (exploitation rate = catch/biomass)",NA,NA,0.300000011920929,"Council_Rule",NA,0.300000011920929,NA,NA,0.300000011920929,2006,112700,"mt","Biomass_Age_1+",18200,"Control_Rule",115000,"Control_Rule",6.19000005722046,0.980000019073486,29000,NA
"1197","Pacific chub mackerel - Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Y",172412,"Scomber japonicus","Pacific chub mackerel","Pacific Coast",2007,5,2007,"Benchmark","Full acceptance","ASAP","1.399999976158142","SWFSC","Dorval, E.,K. T.,  Hill, N. C. H., Lo, J. D., McDaniel. 2007. Pacific Mackerel (Scomber japonicus) stock assessment for us management in the 2007-08 fishing season. Pacific Fishery Management Council, May 2007 Briefing-Book Agenda Item F.2.b. Attachment 1.","PACIFIC MACKEREL (Scomber japonicus) STOCK ASSESSMENT FOR U.S. MANAGEMENT IN THE 2007-08 FISHING SEASON",NA,"Sarah Shoffler",2,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,2007,0.0500000007450581,"annual exploitation rate","U (exploitation rate = catch/biomass)",NA,NA,0.300000011920929,"Council_Rule",NA,0.170000001788139,NA,NA,0.170000001788139,2007,359290,"mt","Stock_Biomass_Age_1+",18200,"Council_Rule",115000,"Council_Rule",19.7399997711182,3.11999988555908,29000,"mt"
"1198","Pacific chub mackerel - Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Y",172412,"Scomber japonicus","Pacific chub mackerel","Pacific Coast",2008,6,2007,"Full Update","Full acceptance","ASAP","1.3.2","SWFSC","Dorval, E. K. T. Hill, N. C. Lo., and J. D. McDaniel. Pacific mackerel (Scomber japonicus) stock assessment for U.S. management in the 2008-09 fishing season. In Status of the Pacific Coast coastal pelagic fishery and recommended acceptable biological catches- Stock assessment and fishery evaluation 2008. Appendix 2. Pacific Fishery Management Council June 2008 Briefing Book, Agenda Item G.1.b. Attachment 1.","2008 PACIFIC MACKEREL STOCK ASSESSMENT",NA,"Sarah Shoffler/ Emmanis Dorval",2,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,1008,0.0610000006854534,"Average_F","average F (F average across range of ages)",51772,"Harvest guideline",NA,NA,0,NA,NA,NA,NA,2008,264732,"mt","Biomass_Age_1+",NA,NA,NA,NA,NA,5.1100001335144,51772,NA
"1199","Pacific chub mackerel - Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Y",172412,"Scomber japonicus","Pacific chub mackerel","Pacific Coast",2009,6,2008,"Benchmark","Full acceptance","Stock Synthesis","3/0.12","SWFSC","Crone, P. R., K. T. Hill, J. D. McDaniel, and N. C. Lo. 2009. Pacific mackerel (Scomber japonicus) stock assessment for USA. management in the 2009-10 fishing year. ¿In¿ Status of the Pacific Coast coastal pelagic species fishery and recommended acceptable biological catches - stock assessment and fishery evaluation 2009. Appendix 2. Pacific Fishery Management Council June 2009 Briefing Book, Agenda Item H.1.a. Supplemental electronic attachment 1. 201 p.","2009 PACIFIC MACKEREL STOCK ASSESSMENT AND  STOCK ASSESSMENT REVIEW PANEL REPORT",NA,"Sarah Shoffler/ Paul Crone",2,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,2009,0.0240000002086163,"Average_F","average F (F average across range of ages)",NA,NA,0.155000001192093,"Council_Rule",0,0.156000003218651,NA,NA,NA,2009,282049,"mt","Biomass_Age_1+",18200,"Council_Rule",NA,NA,15.4969997406006,NA,55408,"mt"
"1200","Pacific chub mackerel - Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Y",172412,"Scomber japonicus","Pacific chub mackerel","Pacific Coast",2011,6,2010,"Full Update","Full acceptance","Stock Synthesis",NA,NA,"PACIFIC MACKEREL (Scomber japonicus) STOCK ASSESSMENT FOR USA MANAGEMENT IN THE 2011-12 FISHING YEAR","PACIFIC MACKEREL (Scomber japonicus) STOCK ASSESSMENT FOR USA MANAGEMENT IN THE 2011-12 FISHING YEAR",NA,NA,2,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211126,"mt","Biomass_Age_1+",18200,"Council_Rule",NA,NA,11.6000003814697,NA,NA,NA
"1201","Pacific chub mackerel - Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Y",172412,"Scomber japonicus","Pacific chub mackerel","Pacific Coast",2015,6,2014,"Benchmark","Full acceptance","Stock Synthesis","3.24s","SWFSC","Crone, P. R., and K. T. Hill. 2015 Pacific mackerel (Scomber japonicus) stock assessment for USA management in the 2015-16 fishing year.http://www.pcouncil.org/wp-content/uploads/2015/05/G2a_PMackerel_Assmt_Full_E-Only_JUN2015BB.pdf","PACIFIC MACKEREL (Scomber japonicus) STOCK ASSESSMENT FOR USA MANAGEMENT IN THE 2015-16 FISHING YEAR",NA,"Sarah Shoffler/ Paul Crone",2,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,2014,10124,"mt","total catch (US+Mex_Can",29000,"overfishing limit (OFL)",NA,NA,0.349000006914139,NA,NA,"ACT, lowest of all control rules from Jun 2014",NA,2015,120435,"mt","Biomass - Age 1+ Individuals",18200,"CUTOFF",NA,NA,6.61700010299683,NA,NA,NA
